employee_id,area,home_lat,home_lon,age,salary_band,has_car,has_transit_pass_already,home_office_days_per_week,eco_affinity,pt_door_to_door_min,ride_min,access_min,egress_min,transfers,origin_station,dest_station,access_mode,egress_mode,first_line,car_min,car_km_oneway,car_monthly_cost_eur,commute_bucket,score_time_competitiveness,score_absolute_time,score_cost_advantage,score_convenience,score_personal_context,adoption_score,adoption_category,monthly_savings_vs_car_eur
E0044,Langenhorn,53.649331,10.049324,40,junior,True,False,0,0.307,28.27313801258654,0.0,28.27313801258654,0.0,0,(direct),(direct),bus,-,none,15.67401424195758,5.481941403775962,69.07246168757712,<= 30 min,0.195,0.801,0.603,0.606,0.161,0.455,Medium,24.97
E0045,Rahlstedt,53.59197,10.177051,41,mid,True,False,2,0.786,69.2385053142506,0.0,69.2385053142506,0.0,0,(direct),(direct),bus,-,none,37.361561636956196,17.771551594275177,223.92155008786722,> 60 min,0.166,0.117,0.952,0.476,0.207,0.366,Low,179.82
E0046,Altona,53.535406,9.943749,46,mid,True,False,0,0.821,88.75473803772985,0.0,88.75473803772985,0.0,0,(direct),(direct),bus,-,none,47.69368484350404,23.626421411318955,297.6929097826188,> 60 min,0.162,0.025,0.986,0.476,0.264,0.362,Low,253.59
E0047,Fuhlsbuettel,53.639444,10.011402,35,mid,True,False,3,0.643,35.030300737621424,0.0,35.030300737621424,0.0,0,(direct),(direct),bus,-,none,19.251335684623108,7.509090221286427,94.61453678820898,31-45 min,0.186,0.697,0.699,0.527,0.154,0.437,Medium,50.51
E0048,Tangstedt,53.736767,10.098819,40,mid,True,False,1,0.389,38.2519572054766,0.0,38.2519572054766,0.0,0,(direct),(direct),bus,-,none,20.956918520546438,8.47558716164298,106.79239823670156,31-45 min,0.182,0.637,0.74,0.508,0.153,0.429,Medium,62.69
E0049,Barmbek,53.591096,10.021511,56,junior,False,True,3,0.343,56.8283995493011,0.0,56.8283995493011,0.0,0,(direct),(direct),bus,-,none,30.791505643747644,14.04851986479033,177.01135029635816,46-60 min,0.17,0.272,0.9,0.478,0.794,0.476,Medium,132.91
E0050,Garstedt,53.696062,9.984809,45,senior,True,False,2,0.093,27.945617364989467,0.0,27.945617364989467,0.0,0,(direct),(direct),bus,-,none,15.5006209579356,5.38368520949684,67.83443363966019,<= 30 min,0.196,0.806,0.598,0.612,0.069,0.441,Medium,23.73
E0051,Henstedt-Ulzburg,53.79774,9.965553,46,mid,True,False,3,0.29,67.72551642913405,23.22381988100904,16.993541010068974,27.508155538056023,0,Ulzburg Sued,Norderstedt Mitte,bus,bus,A2,36.69314024626517,17.3927794728836,219.14902135833336,> 60 min,0.17,0.131,0.949,0.488,0.083,0.353,Low,175.05
E0052,Norderstedt-Mitte,53.713552,10.000862,32,mid,True,False,3,0.571,28.063298945534342,0.0,28.063298945534342,0.0,0,(direct),(direct),bus,-,none,15.562922971165241,5.418989683660302,68.27927001411982,<= 30 min,0.196,0.804,0.599,0.61,0.139,0.452,Medium,24.18
E0053,Altona,53.580637,9.907848,57,senior,False,True,0,0.354,74.74709873625598,0.0,74.74709873625598,0.0,0,(direct),(direct),bus,-,none,40.27787580154729,19.424129620876794,244.7440332230476,> 60 min,0.165,0.077,0.9,0.476,0.871,0.447,Medium,200.64
E0054,Eimsbuettel,53.569034,9.953903,29,junior,False,True,2,0.506,72.71315150854068,0.0,72.71315150854068,0.0,0,(direct),(direct),bus,-,none,39.20108021040389,18.8139454525622,237.05571270228373,> 60 min,0.165,0.09,0.9,0.476,0.851,0.447,Medium,192.96
E0055,Barmbek,53.589452,10.068022,66,mid,False,True,3,0.461,57.52144850345488,0.0,57.52144850345488,0.0,0,(direct),(direct),bus,-,none,31.158413913593762,14.256434551036463,179.63107534305942,46-60 min,0.17,0.26,0.9,0.478,0.817,0.477,Medium,135.53
E0056,Altona,53.535626,9.90457,48,mid,True,False,1,0.641,93.46444406668427,0.0,93.46444406668427,0.0,0,(direct),(direct),bus,-,none,50.187058623538725,25.03933322000528,315.4955985720665,> 60 min,0.161,0.017,0.989,0.476,0.203,0.352,Low,271.4
E0057,Schnelsen,53.643526,9.942644,53,mid,True,False,0,0.567,46.219569616467155,0.0,46.219569616467155,0.0,0,(direct),(direct),bus,-,none,25.17506626754144,10.865870884940147,136.90997315024586,46-60 min,0.176,0.475,0.824,0.485,0.213,0.417,Low,92.81
E0058,Ohlsdorf,53.63257,10.054594,38,junior,True,True,3,0.583,36.439966841391424,0.0,36.439966841391424,0.0,0,(direct),(direct),bus,-,none,19.99762950426605,7.9319900524174285,99.9430746604596,31-45 min,0.184,0.671,0.717,0.518,0.392,0.469,Medium,55.84
E0059,Garstedt,53.697057,9.980047,32,senior,True,False,0,0.779,29.37965222318677,0.0,29.37965222318677,0.0,0,(direct),(direct),bus,-,none,16.259815882863585,5.81389566695603,73.25508540364598,<= 30 min,0.193,0.786,0.619,0.589,0.256,0.466,Medium,29.16
E0060,Norderstedt-Glashuette,53.68563,10.034566,56,mid,True,False,2,0.506,12.455472223274969,0.0,12.455472223274969,0.0,0,(direct),(direct),walk,-,none,7.75841960799176,0.9964377778619975,12.555116001061167,<= 30 min,0.349,0.938,0.372,0.892,0.151,0.523,Medium,-31.54
E0061,Eimsbuettel,53.554362,9.94511,41,junior,True,True,0,0.63,80.1902711104173,0.0,80.1902711104173,0.0,0,(direct),(direct),bus,-,none,43.15955529375033,21.05708133312519,265.3192247973774,> 60 min,0.164,0.051,0.976,0.476,0.476,0.397,Low,221.22
E0062,Poppenbuettel,53.652424,10.098791,42,mid,False,False,3,0.27,32.555419640701736,0.0,32.555419640701736,0.0,0,(direct),(direct),bus,-,none,17.941104515665625,6.766625892210521,85.25948624185257,31-45 min,0.189,0.738,0.9,0.55,0.529,0.546,Medium,41.16
E0063,Ohlsdorf,53.616125,10.018923,66,mid,True,True,0,0.289,45.10299180963103,0.0,45.10299180963103,0.0,0,(direct),(direct),bus,-,none,24.583936840392898,10.530897542889308,132.68930904040528,46-60 min,0.177,0.498,0.814,0.487,0.408,0.45,Medium,88.59
E0064,St. Georg / Altstadt,53.539584,9.998445,42,junior,True,True,1,0.534,82.4098938501083,0.0,82.4098938501083,0.0,0,(direct),(direct),bus,-,none,44.33464968535145,21.72296815503249,273.70939875340935,> 60 min,0.163,0.042,0.979,0.476,0.432,0.389,Low,229.61
E0065,Eppendorf,53.587151,9.990545,47,junior,False,False,1,0.205,60.73561143101402,0.0,60.73561143101402,0.0,0,(direct),(direct),bus,-,none,32.86002958112507,15.220683429304206,191.780611209233,> 60 min,0.169,0.212,0.9,0.477,0.566,0.43,Medium,147.68
E0066,Ohlsdorf,53.616653,10.054557,29,junior,True,True,1,0.614,44.082483861564505,0.0,44.082483861564505,0.0,0,(direct),(direct),bus,-,none,24.043667926710622,10.224745158469352,128.83178899671384,31-45 min,0.177,0.519,0.804,0.489,0.448,0.458,Medium,84.73
E0067,Ohlsdorf,53.645555,10.036519,50,junior,True,False,3,0.202,30.244351045591117,0.0,30.244351045591117,0.0,0,(direct),(direct),bus,-,none,16.71759761237177,6.073305313677335,76.52364695233442,31-45 min,0.192,0.774,0.632,0.577,0.065,0.435,Medium,32.42
E0068,Bad Bramstedt,53.933324,9.882184,55,senior,True,True,3,0.693,127.5454141810248,38.435140967091655,61.60211767587712,27.508155538056023,1,Kaltenkirchen,Norderstedt Mitte,bus,bus,A1,73.45379367120468,38.22381641368265,481.6200868124013,> 60 min,0.241,0.001,0.999,0.409,0.414,0.396,Low,437.52
E0069,Norderstedt-Mitte,53.700059,9.978494,27,junior,True,False,3,0.553,30.204546782017925,0.0,30.204546782017925,0.0,0,(direct),(direct),bus,-,none,16.696524766950667,6.061364034605377,76.37318683602776,31-45 min,0.192,0.774,0.631,0.578,0.136,0.446,Medium,32.27
E0070,Niendorf,53.636175,9.975213,29,mid,True,False,1,0.857,41.80891477317439,0.0,41.80891477317439,0.0,0,(direct),(direct),bus,-,none,22.840013703445265,9.542674431952317,120.23769784259919,31-45 min,0.179,0.566,0.781,0.494,0.246,0.434,Medium,76.14
E0071,Henstedt-Ulzburg,53.808072,10.011701,32,mid,True,False,1,0.368,69.05108849213106,0.0,69.05108849213106,0.0,0,(direct),(direct),bus,-,none,37.26234096642233,17.715326547639318,223.2131145002554,> 60 min,0.166,0.119,0.952,0.476,0.149,0.358,Low,179.11
E0072,Niendorf,53.619141,9.965712,36,senior,True,False,0,0.511,49.997944460825934,0.0,49.997944460825934,0.0,0,(direct),(direct),bus,-,none,27.17538236161373,11.99938333824778,151.19223006192203,46-60 min,0.174,0.397,0.856,0.481,0.202,0.405,Low,107.09
E0073,Billstedt,53.536271,10.110918,34,mid,True,False,0,0.375,85.0617069302748,0.0,85.0617069302748,0.0,0,(direct),(direct),bus,-,none,45.738550727792536,22.518512079082438,283.73325219643874,> 60 min,0.163,0.034,0.982,0.476,0.175,0.35,Low,239.63
E0074,Quickborn,53.737321,9.904197,43,mid,True,False,3,0.709,57.07686379978573,0.0,57.07686379978573,0.0,0,(direct),(direct),bus,-,none,30.92304554106303,14.123059139935718,177.95054516319004,46-60 min,0.17,0.268,0.903,0.478,0.167,0.382,Low,133.85
E0075,Norderstedt-Mitte,53.708785,10.014442,23,senior,False,False,0,0.385,23.737069208346153,0.0,23.737069208346153,0.0,0,(direct),(direct),bus,-,none,13.272566051477376,4.121120762503846,51.92612160754847,<= 30 min,0.205,0.855,0.9,0.69,0.627,0.61,High,7.83
E0076,Ellerau,53.747819,9.936029,19,junior,True,False,0,0.283,52.832719021314034,0.0,52.832719021314034,0.0,0,(direct),(direct),bus,-,none,28.67614536422508,12.84981570639421,161.90767790056702,46-60 min,0.172,0.342,0.877,0.479,0.157,0.391,Low,117.81
E0077,Tangstedt,53.740082,10.046073,54,junior,True,False,2,0.111,35.48095823775289,0.0,35.48095823775289,0.0,0,(direct),(direct),bus,-,none,19.489919067045648,7.6442874713258675,96.31802213870593,31-45 min,0.185,0.689,0.705,0.524,0.072,0.424,Medium,52.22
E0078,Eimsbuettel,53.574662,9.96851,20,senior,True,True,3,0.491,68.56105167112634,0.0,68.56105167112634,0.0,0,(direct),(direct),bus,-,none,37.00290970824335,17.5683155013379,221.3607753168575,> 60 min,0.166,0.123,0.95,0.477,0.373,0.392,Low,177.26
E0079,Ohlsdorf,53.623074,10.01988,45,senior,True,False,1,0.873,41.77961499182934,0.0,41.77961499182934,0.0,0,(direct),(direct),bus,-,none,22.824502054497884,9.5338844975488,120.12694466911489,31-45 min,0.179,0.567,0.78,0.494,0.25,0.435,Medium,76.03
E0080,Altona,53.549038,9.946084,26,mid,True,False,0,0.672,82.42789120138337,0.0,82.42789120138337,0.0,0,(direct),(direct),bus,-,none,44.34417769485002,21.72836736041501,273.77742874122913,> 60 min,0.163,0.042,0.979,0.476,0.234,0.36,Low,229.68
E0081,Eimsbuettel,53.571916,9.971684,21,senior,True,True,0,0.147,69.45914063377089,0.0,69.45914063377089,0.0,0,(direct),(direct),bus,-,none,37.47836857081989,17.83774219013127,224.755551595654,> 60 min,0.166,0.115,0.953,0.476,0.379,0.392,Low,180.66
E0082,Niendorf,53.62771,9.957994,23,mid,True,False,2,0.311,48.10186239688843,0.0,48.10186239688843,0.0,0,(direct),(direct),bus,-,none,26.171574210117406,11.430558719066529,144.02503986023825,46-60 min,0.175,0.436,0.841,0.483,0.112,0.397,Low,99.93
E0083,St. Pauli,53.547426,9.963753,21,junior,True,True,0,0.684,81.32463831122845,0.0,81.32463831122845,0.0,0,(direct),(direct),bus,-,none,43.76010263535624,21.397391493368534,269.60713281644354,> 60 min,0.163,0.046,0.977,0.476,0.487,0.398,Low,225.51
E0084,Garstedt,53.697164,9.951529,61,junior,True,False,1,0.266,37.34981870607112,0.0,37.34981870607112,0.0,0,(direct),(direct),bus,-,none,20.479315785567064,8.204945611821335,103.38231470894883,31-45 min,0.183,0.654,0.729,0.512,0.128,0.428,Medium,59.28
E0085,Norderstedt-Mitte,53.699723,10.011687,43,mid,True,False,2,0.755,21.47559064225497,0.0,21.47559064225497,0.0,0,(direct),(direct),bus,-,none,12.075312692958514,3.4426771926764914,43.37773262772379,<= 30 min,0.212,0.877,0.497,0.737,0.201,0.479,Medium,-0.72
E0086,Norderstedt-Glashuette,53.680323,10.078914,51,mid,False,False,1,0.261,19.986910905728244,0.0,19.986910905728244,0.0,0,(direct),(direct),bus,-,none,11.287188126562011,2.996073271718473,37.75052322365276,<= 30 min,0.217,0.889,0.9,0.768,0.577,0.625,High,-6.35
E0087,Wandsbek,53.581655,10.097168,48,mid,True,True,3,0.293,62.9236143497109,0.0,62.9236143497109,0.0,0,(direct),(direct),bus,-,none,34.01838406749401,15.877084304913271,200.0512622419072,> 60 min,0.168,0.183,0.931,0.477,0.334,0.395,Low,155.95
E0088,Schnelsen,53.601047,9.897259,53,mid,True,False,0,0.668,69.37930202394801,0.0,69.37930202394801,0.0,0,(direct),(direct),bus,-,none,37.43610107150188,17.8137906071844,224.45376165052343,> 60 min,0.166,0.116,0.953,0.476,0.234,0.37,Low,180.35
E0089,Garstedt,53.690238,9.970974,37,mid,True,False,2,0.397,31.429055297953607,0.0,31.429055297953607,0.0,0,(direct),(direct),bus,-,none,17.344793981269554,6.428716589386082,81.00182902626463,31-45 min,0.19,0.756,0.649,0.562,0.129,0.442,Medium,36.9
E0090,Volksdorf,53.653185,10.181027,33,mid,True,False,1,0.775,51.91106384903341,0.0,51.91106384903341,0.0,0,(direct),(direct),bus,-,none,28.188210273017685,12.573319154710022,158.42382134934627,46-60 min,0.173,0.36,0.871,0.48,0.23,0.404,Low,114.32
E0091,Garstedt,53.693986,9.997118,40,senior,True,False,3,0.351,24.297502911178512,0.0,24.297502911178512,0.0,0,(direct),(direct),bus,-,none,13.569266247094506,4.289250873353553,54.04456100425477,<= 30 min,0.204,0.849,0.541,0.679,0.095,0.455,Medium,9.94
E0092,Barmbek,53.590567,10.058162,32,mid,True,True,1,0.536,56.69367508250326,0.0,56.69367508250326,0.0,0,(direct),(direct),bus,-,none,30.72018092603114,14.00810252475098,176.50209181186233,46-60 min,0.171,0.274,0.901,0.478,0.432,0.423,Medium,132.4
E0093,Schnelsen,53.629177,9.899872,44,mid,True,False,2,0.216,60.20258171926796,0.0,60.20258171926796,0.0,0,(direct),(direct),bus,-,none,32.57783738078892,15.06077451578039,189.76575889883293,> 60 min,0.169,0.22,0.919,0.477,0.093,0.364,Low,145.67
E0094,Fuhlsbuettel,53.638493,9.983984,40,mid,True,True,0,0.915,39.3820152961282,0.0,39.3820152961282,0.0,0,(direct),(direct),bus,-,none,21.555184568538458,8.81460458883846,111.0640178193646,31-45 min,0.181,0.615,0.753,0.502,0.533,0.483,Medium,66.96
E0095,Bad Bramstedt,53.911272,9.907085,37,junior,False,False,3,0.538,114.99039408394978,38.435140967091655,49.047097578802095,27.508155538056023,1,Kaltenkirchen,Norderstedt Mitte,bus,bus,A1,66.86549476322824,34.490447032496,434.57963260944956,> 60 min,0.254,0.003,0.9,0.409,0.583,0.405,Low,390.48
E0096,Eppendorf,53.588465,9.9526,47,senior,True,False,1,0.449,64.53259417639032,0.0,64.53259417639032,0.0,0,(direct),(direct),bus,-,none,34.87019691691252,16.359778252917096,206.1332059867554,> 60 min,0.168,0.164,0.937,0.477,0.165,0.367,Low,162.03
