employee_id,area,home_lat,home_lon,age,salary_band,has_car,has_transit_pass_already,home_office_days_per_week,eco_affinity
E0165,Ohlsdorf,53.645517,10.04675,23,senior,True,False,0,0.281
E0166,Fuhlsbuettel,53.629429,10.011349,35,senior,False,False,0,0.289
E0167,Rahlstedt,53.605533,10.17482,44,mid,True,False,3,0.494
E0168,St. Pauli,53.553401,9.983165,53,senior,True,True,1,0.079
E0169,Langenhorn,53.636817,10.010153,40,mid,True,False,2,0.499
E0170,Halstenbek,53.616489,9.853135,49,mid,False,True,0,0.621
E0171,Tangstedt,53.73767,10.052924,19,mid,True,False,0,0.859
E0172,Volksdorf,53.678653,10.191245,53,senior,True,False,0,0.299
E0173,Quickborn,53.699432,9.912986,33,senior,True,False,2,0.718
E0174,Pinneberg,53.636158,9.808212,53,junior,True,True,3,0.305
E0175,Garstedt,53.691349,9.970198,47,junior,True,False,2,0.278
E0176,Norderstedt-Mitte,53.709143,9.992524,19,mid,True,False,0,0.089
E0177,Niendorf,53.610597,9.962167,19,senior,True,False,1,0.255
E0178,Elmshorn,53.753788,9.692868,24,junior,True,False,2,0.655
E0179,Harburg,53.457247,9.983591,47,senior,True,False,0,0.862
E0180,Wandsbek,53.565733,10.071048,46,junior,False,False,1,0.92
E0181,Harburg,53.441254,9.978491,27,junior,True,True,0,0.696
E0182,Harburg,53.463429,9.995259,31,mid,True,False,2,0.357
E0183,Volksdorf,53.64858,10.160018,39,junior,True,False,1,0.637
E0184,Langenhorn,53.667773,10.048686,39,mid,False,False,0,0.43
E0185,St. Georg / Altstadt,53.562283,10.033077,44,mid,False,True,1,0.624
E0186,Eimsbuettel,53.576119,9.981146,47,junior,False,False,2,0.214
E0187,Fuhlsbuettel,53.630654,10.032445,35,junior,True,False,1,0.36
E0188,Norderstedt-Glashuette,53.693535,10.054603,46,junior,True,False,2,0.551
E0189,Wandsbek,53.577853,10.045883,39,senior,True,False,1,0.299
E0190,Kaltenkirchen,53.840204,9.958914,55,junior,True,False,3,0.869
E0191,Pinneberg,53.662495,9.824117,43,mid,True,False,1,0.158
E0192,Quickborn,53.726982,9.909727,46,mid,True,False,3,0.711
E0193,Norderstedt-Glashuette,53.694423,10.020534,31,mid,False,False,1,0.448
E0194,Rahlstedt,53.617932,10.135561,30,mid,False,False,0,0.252
E0195,Garstedt,53.686883,9.979885,51,junior,True,False,2,0.332
E0196,Garstedt,53.70519,10.002308,32,junior,True,False,1,0.315
E0197,Winterhude,53.608053,9.994003,38,senior,False,False,2,0.675
E0198,Bergedorf,53.511167,10.195334,44,senior,False,False,0,0.688
E0199,Henstedt-Ulzburg,53.798624,9.955254,39,mid,True,False,1,0.515
E0200,Bad Bramstedt,53.916066,9.882635,33,mid,True,False,0,0.52
E0201,Altona,53.53123,9.94395,54,junior,False,False,1,0.581
E0202,Ahrensburg,53.651633,10.200704,29,senior,False,False,2,0.628
E0203,Volksdorf,53.659039,10.140027,50,senior,False,False,1,0.517
E0204,Garstedt,53.699365,9.978862,28,mid,True,False,1,0.739
E0205,Norderstedt-Mitte,53.687247,10.002281,34,mid,True,False,3,0.515
E0206,Quickborn,53.723283,9.884304,38,mid,False,True,1,0.895
E0207,Norderstedt-Glashuette,53.697424,10.037852,39,mid,False,True,2,0.405
E0208,Eimsbuettel,53.582906,9.961037,49,mid,True,False,3,0.502
E0209,Norderstedt-Glashuette,53.70379,10.057562,49,mid,True,False,2,0.166
E0210,Volksdorf,53.654452,10.142026,57,mid,True,False,1,0.565
E0211,Barmbek,53.582141,10.070947,39,junior,False,True,2,0.658
E0212,Winterhude,53.592193,10.017666,50,junior,False,True,3,0.702
E0213,Henstedt-Ulzburg,53.786428,9.968663,36,junior,True,True,0,0.138
E0214,Altona,53.555501,9.948326,29,senior,True,False,0,0.433
E0215,Barmbek,53.597492,10.025866,46,junior,True,True,3,0.71
E0216,Wandsbek,53.580571,10.065892,29,junior,True,False,1,0.436
E0217,Norderstedt-Glashuette,53.680596,10.068967,40,mid,True,True,2,0.333
E0218,Norderstedt-Glashuette,53.676672,10.052761,57,senior,False,False,2,0.789
E0219,Wedel,53.568706,9.698217,31,mid,True,False,1,0.624
E0220,Fuhlsbuettel,53.635276,10.009965,37,junior,True,True,0,0.627
E0221,Tangstedt,53.723341,10.098472,34,senior,True,False,0,0.259
E0222,Poppenbuettel,53.66537,10.075415,61,junior,False,False,2,0.514
E0223,Eimsbuettel,53.568195,9.959084,26,junior,False,True,2,0.85
E0224,Halstenbek,53.642835,9.873901,52,junior,True,False,0,0.818
E0225,Tangstedt,53.73533,10.073297,39,junior,True,False,2,0.817
E0226,Wedel,53.579453,9.662181,19,mid,True,True,0,0.776
E0227,Norderstedt-Mitte,53.69804,9.999517,23,senior,False,False,2,0.504
E0228,Ohlsdorf,53.626073,10.036831,32,mid,True,False,3,0.52
E0229,Eppendorf,53.585972,9.988195,58,mid,True,True,1,0.407
E0230,Norderstedt-Glashuette,53.677099,10.080462,50,mid,True,False,3,0.798
E0231,Garstedt,53.702552,9.975886,49,mid,True,False,2,0.63
E0232,Niendorf,53.622435,9.909628,27,junior,True,True,0,0.575
E0233,Ahrensburg,53.664151,10.231397,39,mid,True,False,0,0.648
E0234,Winterhude,53.594222,10.022946,39,mid,True,True,2,0.344
E0235,Pinneberg,53.666663,9.776538,31,mid,True,False,2,0.549
E0236,Altona,53.554333,9.983728,42,mid,False,True,1,0.73
E0237,Poppenbuettel,53.6406,10.100232,54,junior,True,False,0,0.323
E0238,Altona,53.545882,9.925718,49,junior,False,True,3,0.763
E0239,Norderstedt-Mitte,53.725743,9.978293,55,junior,True,False,2,0.201
E0240,Norderstedt-Glashuette,53.688402,10.056537,42,junior,True,True,0,0.564
E0241,Rahlstedt,53.59299,10.15251,31,mid,True,False,2,0.573
E0242,Altona,53.556836,9.920685,45,mid,False,True,1,0.615
E0243,Quickborn,53.734294,9.942042,38,mid,True,True,1,0.48
E0244,Bramfeld,53.635808,10.076722,43,junior,True,False,0,0.121
E0245,Winterhude,53.587452,9.999061,47,junior,True,True,1,0.675
E0246,Billstedt,53.554422,10.117615,51,senior,False,False,1,0.536
E0247,Winterhude,53.578805,9.987029,47,junior,True,False,0,0.652
E0248,Niendorf,53.61901,9.92669,39,mid,False,False,1,0.754
E0249,Fuhlsbuettel,53.64395,10.022518,37,junior,True,True,0,0.405
E0250,Niendorf,53.629911,9.959207,26,junior,True,False,1,0.921
E0251,Eimsbuettel,53.5696,9.938348,40,senior,False,True,2,0.095
E0252,Billstedt,53.534886,10.114584,53,mid,True,False,0,0.631
E0253,Schnelsen,53.636643,9.904616,26,junior,True,False,1,0.339
E0254,Quickborn,53.720417,9.935551,31,junior,True,False,3,0.649
E0255,Quickborn,53.727544,9.896803,31,mid,True,False,2,0.664
E0256,Wandsbek,53.563025,10.071116,60,mid,True,False,2,0.648
E0257,St. Pauli,53.541661,9.963037,44,junior,True,True,3,0.615
E0258,Norderstedt-Glashuette,53.692957,10.076367,51,senior,True,False,3,0.765
E0259,Norderstedt-Mitte,53.713001,9.995819,42,mid,True,True,3,0.258
E0260,Winterhude,53.596789,10.014187,51,junior,True,False,3,0.365
E0261,Garstedt,53.689419,9.980855,37,senior,True,False,0,0.116
E0262,Rahlstedt,53.582159,10.150708,43,mid,True,True,1,0.377
E0263,Bad Bramstedt,53.88977,9.871592,35,mid,True,True,0,0.163
E0264,Garstedt,53.69327,9.975692,44,senior,True,False,0,0.208
E0265,Blankenese,53.559981,9.802435,37,mid,True,False,2,0.303
E0266,Garstedt,53.679043,9.972228,29,senior,False,False,1,0.759
E0267,Ellerau,53.751437,9.925864,50,mid,True,False,2,0.108
E0268,Garstedt,53.679075,9.979386,19,mid,True,False,0,0.264
E0269,Norderstedt-Glashuette,53.699067,10.045122,39,mid,True,False,1,0.475
E0270,Norderstedt-Mitte,53.688648,10.024633,37,junior,True,True,2,0.425
E0271,Norderstedt-Mitte,53.706503,10.000168,36,junior,True,False,0,0.662
E0272,Garstedt,53.710485,9.990973,57,mid,True,False,0,0.439
E0273,Norderstedt-Mitte,53.691068,10.007976,63,mid,True,False,3,0.7
E0274,Winterhude,53.580848,10.011125,19,senior,True,False,2,0.263
E0275,Barmbek,53.598691,10.057348,43,junior,False,True,0,0.275
E0276,Fuhlsbuettel,53.64304,10.032399,38,mid,True,False,1,0.579
E0277,Langenhorn,53.660244,10.015788,29,mid,True,True,0,0.689
E0278,Volksdorf,53.654229,10.160813,41,mid,True,True,3,0.628
E0279,Bergedorf,53.471114,10.172014,39,junior,True,False,2,0.807
E0280,Billstedt,53.551886,10.08572,42,mid,True,False,3,0.233
E0281,Norderstedt-Mitte,53.712145,9.985436,27,junior,True,False,0,0.383
E0282,Garstedt,53.699466,9.981725,27,mid,True,False,0,0.536
E0283,Quickborn,53.737193,9.910191,40,junior,True,False,0,0.789
E0284,Quickborn,53.728919,9.901779,44,mid,True,False,2,0.351
E0285,Ohlsdorf,53.629037,10.026279,66,junior,True,False,1,0.492
E0286,Niendorf,53.598702,9.978986,49,mid,True,False,1,0.794
E0287,Norderstedt-Mitte,53.698418,10.005359,38,senior,True,False,1,0.373
E0288,Fuhlsbuettel,53.645054,10.025584,48,mid,False,False,1,0.518
E0289,Bramfeld,53.599235,10.041283,59,junior,True,False,3,0.261
E0290,Norderstedt-Glashuette,53.700879,10.048905,50,senior,True,False,0,0.64
E0291,Rahlstedt,53.607438,10.146219,44,senior,True,False,1,0.262
E0292,Norderstedt-Mitte,53.712132,9.963704,26,mid,True,True,0,0.488
E0293,Wedel,53.578154,9.688876,43,junior,True,False,2,0.715
E0294,Norderstedt-Glashuette,53.699557,10.032985,33,mid,True,False,3,0.637
E0295,Rahlstedt,53.598863,10.151933,47,mid,True,False,2,0.597
E0296,Harburg,53.469394,9.992099,46,junior,True,False,2,0.666
E0297,Ahrensburg,53.681406,10.231577,43,mid,True,False,2,0.515
E0298,Altona,53.544118,9.925654,23,mid,False,False,2,0.958
E0299,Altona,53.567218,9.92944,34,mid,True,False,2,0.431
E0300,Eimsbuettel,53.556684,9.946914,49,mid,True,True,1,0.609
E0301,Altona,53.546853,9.908507,45,mid,False,False,0,0.332
E0302,Norderstedt-Glashuette,53.671312,10.03062,55,mid,True,False,3,0.602
E0303,Bramfeld,53.610611,10.086258,24,mid,False,False,0,0.298
E0304,Volksdorf,53.646416,10.16795,51,mid,True,False,0,0.435
E0305,Billstedt,53.537904,10.127381,32,mid,False,False,1,0.266
E0306,Schnelsen,53.629443,9.915336,50,mid,True,False,1,0.337
E0307,Fuhlsbuettel,53.636539,10.024784,39,mid,False,False,1,0.235
E0308,Eppendorf,53.589153,10.02658,50,junior,True,True,0,0.219
E0309,Kaltenkirchen,53.836121,9.949899,45,junior,False,False,3,0.874
E0310,Garstedt,53.695838,9.988564,41,junior,True,False,0,0.308
E0311,Poppenbuettel,53.643753,10.090858,35,junior,True,False,0,0.552
E0312,Niendorf,53.609499,9.926001,25,junior,True,False,0,0.444
E0313,Quickborn,53.709048,9.951427,23,mid,True,False,2,0.773
E0314,Langenhorn,53.652141,9.998748,33,mid,True,False,0,0.334
E0315,Langenhorn,53.664253,9.976904,25,mid,True,False,0,0.492
E0316,Langenhorn,53.660501,10.006346,57,senior,True,True,1,0.343
E0317,Fuhlsbuettel,53.616252,10.015157,40,senior,False,False,1,0.276
E0318,Barmbek,53.59763,10.032545,31,mid,False,True,2,0.575
E0319,Tangstedt,53.726648,10.056361,23,mid,True,False,0,0.32
E0320,Pinneberg,53.664079,9.80147,38,mid,True,True,1,0.31
E0321,Blankenese,53.566064,9.801177,37,junior,True,True,0,0.765
E0322,Poppenbuettel,53.669485,10.090402,65,junior,True,False,3,0.395
E0323,Langenhorn,53.663045,10.039046,42,mid,True,False,0,0.405
E0324,Bramfeld,53.596935,10.05448,30,mid,False,False,2,0.622
E0325,Rahlstedt,53.592208,10.159682,65,mid,True,False,1,0.522
E0326,Eimsbuettel,53.574386,9.951991,34,mid,True,False,1,0.587
E0327,Altona,53.56214,9.949065,47,senior,True,True,3,0.343
E0328,Bramfeld,53.614124,10.070144,19,junior,True,False,1,0.827
E0329,Eppendorf,53.586436,9.97726,53,senior,False,False,2,0.792
E0330,Tangstedt,53.745198,10.132008,41,mid,True,True,1,0.097
E0331,Wandsbek,53.578616,10.082371,32,junior,True,False,0,0.027
E0332,Henstedt-Ulzburg,53.802548,9.962294,47,junior,True,False,1,0.774
E0333,Barmbek,53.576189,10.050497,49,mid,True,True,0,0.305
E0334,Billstedt,53.540101,10.080655,34,mid,True,True,2,0.624
E0335,Norderstedt-Glashuette,53.68885,10.075342,39,mid,False,True,0,0.693
E0336,Eppendorf,53.602056,10.000974,46,mid,True,True,3,0.196
E0337,Norderstedt-Glashuette,53.687152,10.052662,52,junior,True,False,2,0.545
E0338,Wandsbek,53.575942,10.037584,32,senior,True,False,0,0.749
E0339,Norderstedt-Glashuette,53.681445,10.077278,52,mid,True,True,0,0.649
E0340,Pinneberg,53.658728,9.779011,19,senior,True,False,3,0.314
E0341,Garstedt,53.693308,9.984574,47,mid,True,True,2,0.632
E0342,Halstenbek,53.649621,9.864243,66,junior,True,False,0,0.692
E0343,Altona,53.560253,9.916055,56,junior,False,True,0,0.432
E0344,Winterhude,53.582879,9.984544,29,mid,False,False,2,0.657
E0345,Altona,53.546924,9.94451,20,senior,False,False,0,0.732
E0346,Altona,53.546533,9.952107,33,junior,True,True,1,0.865
E0347,Pinneberg,53.676598,9.802781,36,mid,True,False,1,0.392
E0348,Quickborn,53.719636,9.889537,39,mid,True,False,2,0.317
E0349,Winterhude,53.58787,10.030558,38,mid,True,False,1,0.384
E0350,Norderstedt-Glashuette,53.691029,10.008822,44,junior,True,False,2,0.553
E0351,Eppendorf,53.581462,10.030895,33,senior,True,True,0,0.189
E0352,Garstedt,53.677043,10.007948,27,senior,True,False,0,0.417
E0353,Ohlsdorf,53.606634,10.04904,40,mid,True,True,1,0.265
E0354,Ohlsdorf,53.614659,10.033351,24,junior,True,False,2,0.19
E0355,Schnelsen,53.629003,9.909127,19,mid,True,False,3,0.791
E0356,Bramfeld,53.635747,10.089288,19,junior,True,False,2,0.199
E0357,St. Georg / Altstadt,53.560507,10.004231,37,senior,False,True,3,0.74
E0358,Altona,53.554931,9.936301,35,mid,False,True,1,0.21
E0359,Poppenbuettel,53.652755,10.089838,40,junior,True,False,0,0.651
E0360,Winterhude,53.598367,10.006686,55,mid,False,False,1,0.26
E0361,Wedel,53.58096,9.680791,40,senior,True,False,2,0.393
E0362,Norderstedt-Glashuette,53.675408,10.030358,44,mid,False,False,0,0.445
E0363,Norderstedt-Glashuette,53.688061,10.033306,38,junior,True,False,0,0.834
E0364,Norderstedt-Glashuette,53.691439,10.044188,52,junior,True,False,1,0.197
E0365,Eimsbuettel,53.56789,9.987512,50,mid,True,False,2,0.337
E0366,Niendorf,53.623048,9.954529,41,junior,True,False,1,0.316
E0367,St. Georg / Altstadt,53.545263,10.014905,25,junior,False,False,3,0.251
E0368,Eimsbuettel,53.568421,9.984161,49,mid,False,True,1,0.267
E0369,Langenhorn,53.66618,10.02099,39,junior,False,False,0,0.575
E0370,Harburg,53.473044,9.955052,38,junior,True,False,0,0.38
E0371,St. Georg / Altstadt,53.5573,9.996131,44,junior,False,True,3,0.731
E0372,Kaltenkirchen,53.804449,9.982667,42,mid,True,True,1,0.163
E0373,Langenhorn,53.660415,10.020641,27,junior,False,True,0,0.396
E0374,Langenhorn,53.61901,10.008535,48,senior,False,True,3,0.427
